"Registration Number","Name of Company (Traditional Chinese)","Name of Company (English)","Area (Traditional Chinese)","Area (English)","District (Traditional Chinese)","District (English)","Business Address (Traditional Chinese)","Business Address (English)","Telephone Number","Workshop Type","Service Scope","Expiry Date","Review Status","Latitude","Longitude","Types of Vehicles Serviced (Traditional Chinese)","Types of Vehicles Serviced (English)","Types of Services Provided by the Workshop (Traditional Chinese)","Types of Services Provided by the Workshop (English)","Sundays (Open)","Sundays (Closed)","Mondays (Open)","Mondays (Closed)","Tuesdays (Open)","Tuesdays(Closed)","Wednesdays (Open)","Wednesdays(Closed)","Thursdays (Open)","Thursdays(Closed)","Fridays (Open)","Fridays (Closed)","Saturdays (Open)","Saturdays (Closed)","Public Holidays (Open)","Public Holidays (Closed)","Statutory Holidays (Open)","Statutory Holidays (Closed)","Opening Hours"
"VMW019479","駿光膠輪公司","CHUN KWONG TYRES CO","九龍","Kowloon","觀塘","KWUN TONG","牛頭角通明街25號地下","G/F, No. 25, Tung Ming Street, Ngau Tau Kok","51689313","4","IC","2028-05-26","","22.3166","114.22264","私家車","Private Car","其他","Others","","","","","","","","","","","","","","","","","","",""
"VMW019480","繽紛汽車有限公司","BEN FRIENDS AUTO CO. LIMITED","九龍","Kowloon","觀塘","KWUN TONG","茶果嶺繁華街20號地下","G/F, No. 20, Fan Wah Street, Cha Kwo Ling","23790011","4","IC","2028-03-02","","22.30353","114.22747","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019548","MO RACING","MO RACING","新界","N.T.","元朗","YUEN LONG","洪水橋田廈路15號","No. 15, Tin Ha Road, Hung Shui Kiu","92752569","3","IC","2028-08-21","","22.445004","113.992134","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW019571","創新汽車修理有限公司","EVERTOP ENGINEERING (H.K.) LIMITED","新界","N.T.","葵青","KWAI TSING","葵涌貨櫃碼頭達洋路港高停車場內","Inside Kong Ko Car Park, Tait Yeung Road, Kwai Chung Container Terminal","92013837","3","IC","2027-09-18","","22.336232","114.13268","重型貨車, 掛接式拖車頭及拖車架","Heavy Goods Vehicle, Articulated Tractor and Trailer","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW019593","BAD BOY STYLE LIMITED","BAD BOY STYLE LIMITED","新界","N.T.","葵青","KWAI TSING","永立街8-14號榮來工業大廈地下A3室","Flat A3, G/F, Wing Loi Industrial Building, No. 8-14, Wing Lap Street, ","39545432","3","IC","2027-09-18","","22.357486","114.119012","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW019606","新陳煖記","NEW CHAN NOON KEE","香港","Hong Kong","東區","EASTERN DISTRICT","筲箕灣西灣河街7號地下2號舖","No. 2, G/F, No. 7, Sai Wan Ho Street, Shau Kei Wan","25130202","4","IC","2027-09-18","","22.27971","114.22498","私家車","Private Car","車身修理","Body works","","","","","","","","","","","","","","","","","","",""
"VMW019617","歐日汽車精品零配件有限公司","E.J. AUTO COMPANY LIMITED","新界","N.T.","屯門","TUEN MUN","青善街42號康景花園地下25號舖","Shop 25, G/F, Hong King Garden, No. 42, Tsing Sin Street, ","24041368","4","IC","2028-07-01","","22.38536","113.97981","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW019673","翼翼車工房","KC MOTOR SERVICE","新界","N.T.","沙田","SHA TIN","大圍城河道11-13號地舖","G/F, No. 11-13, Shing Ho Road, Tai Wai","63114808","4","IC","2027-12-17","","22.37672","114.17927","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW019695","運雄汽車服務有限公司","POWER SPORT MOTOR SERVICE LIMITED","九龍","Kowloon","油尖旺","YAU TSIM MONG","佐敦文昌街25-47號文昌樓地下33號舖","Shop 33, G/F, Man Cheong Building, No. 25-47, Man Cheong Street, Jordan","23771139","4","IC","2027-07-13","","22.30823","114.16607","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019720","聯業汽車電器冷氣工程","LUEN YIP MOTOR ELECTRICAL AIR CONDITION ENG","九龍","Kowloon","油尖旺","YAU TSIM MONG","佐敦炮台街38號地下","G/F, No. 38, Battery Street, Jordan","27265728","4","IC","2027-09-18","","22.30732","114.16884","私家車, 小巴, 巴士, 輕型貨車, 中型貨車","Private Car, Light Bus, Bus, Light Goods Vehicle, Medium Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019731","友成汽車服務公司","YAU SHING MOTORS SERVICE COMPANY","香港","Hong Kong","東區","EASTERN DISTRICT","北角民新街19號地下","G/F, No. 19, Mansion Street, North Point","28936657","4","IC","2027-05-19","","22.29006","114.209","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","R","R","R","R","Mo 09:00-18:00, Tu 09:00-18:00, We 09:00-18:00, Th 09:00-18:00, Fr 09:00-18:00, Sa 09:00-18:00"
"VMW019742","浩光汽車服務","RICH PEARL MOTORS SERVICE","香港","Hong Kong","東區","EASTERN DISTRICT","北角錦屏街65號地下","G/F, No. 65, Kam Ping Street, North Point","28935433","4","IC","2028-07-13","","22.2897","114.20047","私家車","Private Car","其他","Others","R","R","09:30","19:00","09:30","19:00","09:30","19:00","09:30","19:00","09:30","19:00","09:30","19:00","R","R","R","R","Mo 09:30-19:00, Tu 09:30-19:00, We 09:30-19:00, Th 09:30-19:00, Fr 09:30-19:00, Sa 09:30-19:00"
"VMW019775","青山汽車公司","CHING SHAN AUTO COMPANY","新界","N.T.","屯門","TUEN MUN","新墟村48號地下","G/F, No. 48, San Hui Village, ","81015555","4","IC","2028-07-15","","22.40188","113.97925","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW019822","金維汽車有限公司","GOLDEN WELL MOTORS LIMITED","新界","N.T.","沙田","SHA TIN","火炭山尾街31-41號華樂工業中心B座地下24號舖","Shop 24, G/F, Block B, Wah Lok Industrial Centre, No. 31-41, Shan Mei Street, Fo Tan","26200133","3","IC","2027-09-18","","22.39866","114.19132","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","Mo 10:00-19:00, Tu 10:00-19:00, We 10:00-19:00, Th 10:00-19:00, Fr 10:00-19:00, Sa 10:00-19:00"
"VMW019866","富旭貿易有限公司","RICH YORK TRADING LIMITED","新界","N.T.","屯門","TUEN MUN","亦園村 DD124, LOT 3404","DD124, LOT 3404 Yick Yuen Tsuen, ","24651800","1","IC","2027-07-13","","22.43046","113.98577","私家車, 小巴, 巴士, 輕型貨車","Private Car, Light Bus, Bus, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW019877","創發汽車公司","CHONGFIELD MOTOR CO","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣鷹揚街11號地下","G/F, No. 11, Ying Yeung Street, To Kwa Wan","","4","IC","2028-03-02","","22.3214349","114.1919985","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019888","比達 (香港) 有限公司","RNB (HK) LIMITED","香港","Hong Kong","中西區","CENTRAL AND WESTERN DISTRICT","西營盤山道富山苑63號地下C舖","Shop C, G/F, No. 63, Fortune Villa, Hill Road, Sai Ying Pun","97353318","4","IC","2027-07-13","","22.28441","114.1361","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","09:30","19:00","09:30","19:00","09:30","19:00","09:30","19:00","09:30","19:00","09:30","19:00","R","R","R","R","Mo 09:30-19:00, Tu 09:30-19:00, We 09:30-19:00, Th 09:30-19:00, Fr 09:30-19:00, Sa 09:30-19:00"
"VMW019913","偉發唧油","WAI FAT LUBRICATION","香港","Hong Kong","灣仔","WAN CHAI","華倫街2號B地下","G/F, No. 2B, Warren Street, ","25762176","4","IC","2025-09-08","*","22.27841","114.19162","私家車, 的士","Private Car, Taxi","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","R","R","11:00","17:00","11:00","17:00","11:00","17:00","11:00","17:00","11:00","17:00","11:00","17:00","R","R","R","R","Mo 11:00-17:00, Tu 11:00-17:00, We 11:00-17:00, Th 11:00-17:00, Fr 11:00-17:00, Sa 11:00-17:00"
"VMW019924","東和膠輪公司","TUNG WO TYRE COMPANY","香港","Hong Kong","東區","EASTERN DISTRICT","民新街15號地下","G/F, No. 15, Mansion Street, ","92154899","4","IC","2028-11-21","","22.29011","114.20914","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW019935","中華專業修車有限公司","CHUNG VA MOTOR SERVICES LIMITED","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣麟祥街10號地下","G/F, No. 10, Lun Cheung Street, To Kwa Wan","","4","IC","2027-05-19","","22.32143","114.19184","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019946","恒宝汽車服務中心","HANG PO AUTO SERVICE CENTRE","新界","N.T.","元朗","YUEN LONG","屏廈路 DD 125, LOT 1933 & 1934","DD 125, LOT 1933 & 1934 Ping Ha Road, ","24726433","3","IC","2028-07-20","","22.448717","113.9944","輕型貨車, 中型貨車, 重型貨車","Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW019968","海洋汽車維修服務中心","HOI YEUNG CAR REPAIR SERVICE CENTRE","新界","N.T.","大埔","TAI PO","太和道太和中心地下32號","Shop 32, G/F, Tai Wo Centre, Tai Wo Road, ","26672381","4","IC","2028-03-04","","22.45214","114.16451","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019979","平記汽車服務","PING KEE MOTOR SERVICE","九龍","Kowloon","油尖旺","YAU TSIM MONG","大角咀合群街11號地下","G/F, No. 11, Hop Kwan Street, Tai Kok Tsui","27481162","4","IC","2028-03-23","","22.32296","114.1606","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019980","哈車房","HARRY GARAGE","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣浙江街25-27號寶德大廈地下25號","Shop 25, G/F, Po Teck Mansion, No. 25-27, Chi Kiang Street, To Kwa Wan","98740750","4","IC","2027-10-02","","22.31473","114.18965","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019991","達安膠輪電池公司","TAT ON RUBBER TYRES AND BATTERY CO","九龍","Kowloon","油尖旺","YAU TSIM MONG","旺角花園街227-231號翠庭閣地下2號舖","Shop 2, G/F, Greenview Court, No. 227-231, Fa Yuen Street, Mong Kok","27879336","4","IC","2028-06-12","","22.32588","114.1697","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW020028","萬力汽車服務","萬力汽車服務","九龍","Kowloon","油尖旺","YAU TSIM MONG","文匯街44號地下","G/F, No. 44, Man Wui Street, ","29670475","4","IC","2026-03-19","","22.30702","114.16558","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW020039","冠成汽車服務有限公司","CHAMPION MOTOR SERVICE CO., LIMITED","香港","Hong Kong","東區","EASTERN DISTRICT","柴灣永泰道70號柴灣工業城2期地下1號舖","Shop 1, G/F, Chai Wan Industrial City Phase 2, No. 70, Wing Tai Road, Chai Wan","91800478","3","IC","2027-12-17","","22.26849","114.24244","私家車","Private Car","車身修理, 車身噴漆","Body works, Spray painting","","","","","","","","","","","","","","","","","","",""
"VMW020073","順達汽車公司","SHUN TAT MOTOR COMPANY","九龍","Kowloon","油尖旺","YAU TSIM MONG","大角咀合群街16號地下B舖","Shop B, G/F, No. 16, Hop Kwan Street, Tai Kok Tsui","","4","IC","2028-08-22","","22.32303","114.16073","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW020084","倫記汽車","LUN KEE MOTOR","新界","N.T.","北區","NORTH DISTRICT","粉嶺龍馬路83號地下","G/F, No. 83, Lung Ma Road, Fanling","","3","IC","2027-09-18","","22.5059376","114.1543376","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW020095","匡盛汽車服務","HONG SHING MOTOR SERVICES","新界","N.T.","北區","NORTH DISTRICT","粉嶺打鼓嶺坪輋路 DD 77, LOT 937RP","DD 77, LOT 937RP Ping Che Road, Ta Kwu Ling, Fanling","51986885","3","IC","2027-09-18","","22.51854","114.16546","私家車, 輕型貨車, 中型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW020108","朗天汽車服務","SKY MOTOR SERVICE","新界","N.T.","北區","NORTH DISTRICT","粉嶺流水響道高埔村 DD 76, 37T","DD 76, 37T Lau Shui Heung Road, Ko Po Tsuen, Fanling","26590086","3","IC","2027-09-18","","22.51201","114.16677","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","R","R","R","R","Mo 10:00-19:00, Tu 10:00-19:00, We 10:00-19:00, Th 10:00-19:00, Fr 10:00-19:00, Sa 10:00-19:00"
"VMW020119","達安膠輪電池公司","TAT ON RUBBER TYRES & BATTERY CO","九龍","Kowloon","觀塘","KWUN TONG","九龍灣常怡道33號宏力工業大廈地下1號舖","Flat 1, G/F, Flourish Industrial Building, No. 33, Sheung Yee Road, Kowloon Bay","27566292","3","IC","2027-12-28","","22.32121","114.20756","私家車, 的士, 輕型貨車","Private Car, Taxi, Light Goods Vehicle","輪胎服務, 電池服務","Tyre, Battery","","","","","","","","","","","","","","","","","","",""
"VMW020153","文偉電單車中心","MAN WAI MOTOR-CYCLE CENTRE","香港","Hong Kong","東區","EASTERN DISTRICT","嘉業街12號百樂門大廈地下5號鋪","Shop 5 G/F Paramount Building, No. 12, Ka Yip Street ","25675707","3","IC","2026-12-07","","22.267939","114.244046","電單車","Motorcycle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW020164","富圖電單車行","VOLTO AUTO BIKE CO","香港","Hong Kong","東區","EASTERN DISTRICT","鰂魚涌英皇道883號麗景樓地下6C號舖","Quarry Bay","31135904","4","IC","2027-07-13","","22.29007","114.21017","電單車","Motorcycle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW020175","永康汽車服務","WING HONG MOTOR SERVICES","九龍","Kowloon","九龍城","KOWLOON CITY","蟬聯街22號地下","G/F, No. 22, Shim Luen Street, ","23623383","4","IC","2028-03-18","","22.321309","114.192943","私家車","Private Car","","","R","R","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","R","R","R","R","Mo 09:00-19:00, Tu 09:00-19:00, We 09:00-19:00, Th 09:00-19:00, Fr 09:00-19:00, Sa 09:00-19:00"
"VMW020197","愉景灣交通服務有限公司","DISCOVERY BAY TRANSIT SERVICES LTD","新界","N.T.","離島","ISLANDS DISTRICT","大嶼山愉景灣10B修車工場","Vehicle Maintenance Workshop, No. 10B, Discovery Bay, Lantau Island","29140185","2","IC,EVL","2027-07-13","","22.29395","114.02124","私家車, 小巴, 巴士, 輕型貨車, 中型貨車","Private Car, Light Bus, Bus, Light Goods Vehicle, Medium Goods Vehicle","一般車輛維修 (機械和電器工作), 車身修理","General vehicle maintenance (mechanical and electrical work), Body works","","","","","","","","","","","","","","","","","","",""
"VMW020200","盈動管理有限公司","DYNAMIC MANAGEMENT LIMITED","新界","N.T.","元朗","YUEN LONG","青山公路段蜆殼油站 DD 115, LOT 1014","DD 115, LOT 1014 Shell Filling Station, Castle Peak Road, ","24788229","3","IC","2028-03-04","","22.443882","114.043891","私家車, 輕型貨車, 中型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle","更換機油服務","Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW020211","SPA RACING KINETICS COMPANY LIMITED","SPA RACING KINETICS COMPANY LIMITED","九龍","Kowloon","深水埗","SHAM SHUI PO","鴨寮街83號地下","G/F, No. 83, Apliu Street, ","23932810","4","IC","2028-07-24","","22.32818","114.16445","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
